SO2,CO,O3,NO2,PM10,PM25,기온,강수량,풍속,습도,증기압,일조시간,일사량,적설량,구름분포량,최저운고,시정,지면온도,5cm지중온도,month,day,hour,PM10_bef24h
0.003,0.3,0.058,0.007,15.0,8.0,29.5,1.5973856209150328,2.3,47,19.2,1.0,2.76,0.4663995420721236,0,14.916666666666666,2000,39.7,27.6,9,12,15,38.0
0.003,0.3,0.056,0.007,12.0,11.0,29.8,1.6127450980392155,2.9,42,17.6,1.0,2.21,0.4661991986262163,0,14.833333333333334,2000,36.4,27.8,9,12,16,44.0
0.003,0.3,0.054,0.007,12.0,8.0,29.5,1.628104575163399,2.0,44,18.1,1.0,1.5,0.465998855180309,0,14.75,2000,29.7,27.8,9,12,17,37.0
0.002,0.3,0.049,0.009,13.0,11.0,28.2,1.643464052287582,3.0,47,17.9,1.0,0.72,0.4657985117344018,0,14.666666666666666,2000,26.1,27.5,9,12,18,26.0
0.003,0.4,0.038,0.017,16.0,13.0,26.7,1.6588235294117648,3.7,51,17.8,0.3,0.11,0.4655981682884945,0,14.583333333333334,2000,23.7,27.0,9,12,19,22.0
0.003,0.4,0.038,0.016,19.0,13.0,25.3,1.6741830065359478,2.0,60,19.2,0.2749999999999999,0.1058333333333333,0.4653978248425873,0,14.5,2000,22.6,26.5,9,12,20,23.0
0.003,0.5,0.023,0.029,18.0,13.0,24.6,1.689542483660131,1.9,64,19.7,0.25,0.1016666666666666,0.4651974813966799,0,14.416666666666666,2000,21.8,26.1,9,12,21,24.0
0.002,0.5,0.018,0.031,18.0,15.0,23.8,1.704901960784314,0.5,66,19.4,0.2249999999999999,0.0975,0.4649971379507727,0,14.333333333333334,2000,20.9,25.7,9,12,22,21.0
0.002,0.5,0.015,0.031,20.0,14.0,23.0,1.7202614379084968,0.9,69,19.2,0.2,0.0933333333333333,0.4647967945048654,0,14.25,2000,20.6,25.3,9,12,23,22.0
0.003,0.5,0.012,0.031,24.0,16.0,22.2,1.7356209150326798,1.7,70,18.6,0.175,0.0891666666666666,0.4645964510589582,0,14.166666666666666,2000,20.1,24.9,9,13,0,24.0
0.003,0.5,0.015,0.024,23.0,13.0,21.2,1.7509803921568627,2.4,75,18.8,0.15,0.0849999999999999,0.4643961076130509,0,14.083333333333334,2000,19.6,24.6,9,13,1,23.0
0.003,0.4,0.023,0.016,20.0,14.0,21.0,1.766339869281046,2.1,78,19.4,0.125,0.0808333333333333,0.4641957641671436,0,14.0,2000,19.6,24.3,9,13,2,28.0
0.003,0.4,0.027,0.012,22.0,15.0,21.0,1.7816993464052289,1.8,78,19.4,0.1,0.0766666666666666,0.4639954207212363,0,13.916666666666666,2000,19.5,24.1,9,13,3,26.0
0.002,0.4,0.029,0.012,24.0,16.0,21.1,1.7970588235294118,2.3,78,19.5,0.075,0.0725,0.4637950772753291,0,13.833333333333334,2000,19.4,23.9,9,13,4,23.0
0.002,0.4,0.025,0.014,19.0,12.0,21.1,1.812418300653595,1.7,78,19.5,0.05,0.0683333333333333,0.4635947338294218,0,13.75,2000,19.4,23.8,9,13,5,20.0
0.003,0.4,0.024,0.017,21.0,17.0,20.9,1.827777777777778,2.4,80,19.7,0.025,0.0641666666666666,0.4633943903835146,0,13.666666666666666,2000,19.3,23.6,9,13,6,22.0
0.003,0.4,0.025,0.019,22.0,14.0,21.0,1.843137254901961,2.4,81,20.1,0.0,0.06,0.4631940469376072,0,13.583333333333334,2000,20.0,23.5,9,13,7,16.0
0.003,0.4,0.027,0.021,24.0,16.0,22.3,1.858496732026144,3.4,77,20.6,0.5,0.58,0.4629937034917,0,13.5,2000,22.5,23.5,9,13,8,14.0
0.003,0.4,0.027,0.023,29.0,19.0,23.1,1.8738562091503268,2.0,73,20.5,0.7,0.91,0.4627933600457927,0,13.416666666666666,2000,23.5,23.7,9,13,9,20.0
0.003,0.5,0.035,0.017,29.0,18.0,23.4,1.88921568627451,3.2,73,20.9,0.0,0.67,0.4625930165998855,0,13.333333333333334,2000,24.4,24.0,9,13,10,16.0
0.003,0.4,0.042,0.015,28.0,16.0,24.6,1.904575163398693,3.0,68,20.9,0.0,1.33,0.4623926731539782,0,13.25,2000,28.2,24.3,9,13,11,10.0
0.003,0.4,0.053,0.013,22.0,9.0,26.6,1.919934640522876,3.2,67,23.2,0.8,2.47,0.4621923297080709,0,13.166666666666666,2000,36.4,24.9,9,13,12,14.0
0.003,0.4,0.06,0.012,23.0,12.0,28.2,1.935294117647059,1.9,60,22.8,1.0,3.17,0.4619919862621636,0,13.083333333333334,2000,40.5,25.8,9,13,13,16.0
0.003,0.4,0.062,0.012,29.0,16.0,29.4,1.950653594771242,2.5,56,22.9,1.0,2.87,0.4617916428162564,2,13.0,2000,41.4,26.6,9,13,14,16.0
0.003,0.4,0.061,0.013,28.0,15.0,30.2,1.966013071895425,2.6,54,23.1,1.0,2.88,0.4615912993703491,3,13.0,2000,41.7,27.4,9,13,15,15.0
0.003,0.4,0.061,0.013,29.0,17.0,29.1,1.981372549019608,3.1,54,21.7,0.3,1.18,0.4613909559244419,4,14.0,2000,32.2,27.6,9,13,16,12.0
0.003,0.5,0.057,0.018,27.0,17.0,29.1,1.9967320261437909,2.1,52,20.9,0.6,0.96,0.4611906124785345,3,12.0,2000,30.0,27.5,9,13,17,12.0
0.003,0.5,0.048,0.024,28.0,17.0,28.2,2.012091503267974,2.8,54,20.6,0.2,0.42,0.4609902690326273,4,16.0,2000,27.1,27.3,9,13,18,13.0
0.003,0.4,0.035,0.023,30.0,16.0,27.1,2.0274509803921568,2.9,60,21.4,0.0,0.11,0.46078992558672,5,14.0,2000,25.1,27.0,9,13,19,16.0
0.003,0.4,0.032,0.02,30.0,13.0,26.0,2.04281045751634,2.0,62,20.8,0.0,0.1041666666666666,0.4605895821408128,0,13.902439024390244,2000,23.7,26.6,9,13,20,19.0
0.003,0.4,0.025,0.024,23.0,11.0,25.2,2.058169934640523,2.2,63,20.1,0.0,0.0983333333333333,0.4603892386949055,0,13.804878048780488,2000,22.9,26.2,9,13,21,18.0
0.003,0.4,0.026,0.022,21.0,12.0,24.6,2.073529411764706,2.2,66,20.4,0.0,0.0925,0.4601888952489982,0,13.707317073170731,2000,22.3,25.9,9,13,22,18.0
0.003,0.4,0.025,0.021,22.0,11.0,24.1,2.088888888888889,2.4,65,19.5,0.0,0.0866666666666666,0.4599885518030909,0,13.609756097560975,2000,21.8,25.6,9,13,23,20.0
0.003,0.4,0.027,0.017,20.0,12.0,23.5,2.104248366013072,1.9,68,19.6,0.0,0.0808333333333333,0.4597882083571837,3,13.51219512195122,2000,21.6,25.3,9,14,0,24.0
0.003,0.4,0.022,0.018,21.0,11.0,23.0,2.119607843137255,2.2,69,19.2,0.0,0.075,0.4595878649112764,2,13.414634146341465,2000,21.0,25.1,9,14,1,23.0
0.003,0.4,0.023,0.016,24.0,12.0,22.4,2.134967320261438,2.1,75,20.2,0.0,0.0691666666666666,0.4593875214653692,0,13.317073170731708,2000,20.5,24.8,9,14,2,20.0
0.003,0.4,0.022,0.014,22.0,10.0,21.7,2.1503267973856213,1.6,78,20.1,0.0,0.0633333333333333,0.4591871780194618,0,13.21951219512195,2000,19.9,24.5,9,14,3,22.0
0.002,0.4,0.018,0.016,24.0,12.0,21.2,2.165686274509804,1.6,81,20.4,0.0,0.0574999999999999,0.4589868345735546,0,13.121951219512194,2000,19.6,24.3,9,14,4,24.0
0.003,0.4,0.015,0.017,24.0,15.0,20.8,2.181045751633987,1.7,83,20.2,0.0,0.0516666666666666,0.4587864911276473,0,13.024390243902438,2000,19.2,24.0,9,14,5,19.0
0.003,0.4,0.008,0.025,26.0,14.0,20.2,2.19640522875817,2.1,86,20.2,0.0,0.0458333333333333,0.4585861476817401,0,12.926829268292682,2000,18.8,23.8,9,14,6,21.0
0.003,0.4,0.011,0.023,23.0,12.0,20.0,2.211764705882353,2.6,86,20.0,0.0,0.04,0.4583858042358328,0,12.829268292682926,2000,19.1,23.5,9,14,7,22.0
0.002,0.4,0.016,0.021,23.0,10.0,20.9,2.227124183006536,2.1,83,20.4,0.3,0.35,0.4581854607899255,0,12.731707317073171,2000,20.7,23.4,9,14,8,24.0
0.003,0.4,0.024,0.018,23.0,11.0,22.7,2.242483660130719,2.2,77,21.2,0.7,1.05,0.4579851173440182,0,12.634146341463415,2000,27.0,23.6,9,14,9,29.0
0.003,0.4,0.033,0.015,25.0,15.0,24.7,2.257843137254902,2.2,67,20.8,1.0,1.88,0.457784773898111,0,12.53658536585366,2000,32.0,24.1,9,14,10,29.0
0.003,0.4,0.034,0.015,13.0,4.0,25.8,2.273202614379085,2.9,59,19.5,1.0,2.32,0.4575844304522037,0,12.439024390243905,2000,34.4,24.7,9,14,11,28.0
0.003,0.4,0.04,0.014,16.0,6.0,27.1,2.2885620915032683,3.1,53,18.9,1.0,3.05,0.4573840870062965,0,12.341463414634148,2000,40.8,25.4,9,14,12,22.0
0.003,0.4,0.047,0.011,17.0,8.0,28.1,2.3039215686274512,2.6,50,18.9,1.0,3.23,0.4571837435603891,0,12.24390243902439,2000,43.2,26.2,9,14,13,23.0
0.003,0.4,0.046,0.014,17.0,6.0,28.8,2.319281045751634,3.5,46,18.2,1.0,3.07,0.4569834001144819,0,12.146341463414634,2000,43.7,26.9,9,14,14,29.0
0.003,0.4,0.049,0.013,17.0,7.0,29.3,2.334640522875817,2.7,44,17.8,1.0,2.67,0.4567830566685746,0,12.048780487804878,2000,41.7,27.4,9,14,15,28.0
0.003,0.4,0.046,0.016,17.0,8.0,29.3,2.35,2.1,43,17.5,1.0,2.1,0.4565827132226674,0,11.951219512195122,2000,38.0,27.6,9,14,16,29.0
0.003,0.4,0.045,0.018,19.0,9.0,29.4,2.365359477124183,1.9,45,18.4,1.0,1.42,0.4563823697767601,0,11.853658536585366,2000,30.3,27.6,9,14,17,27.0
0.003,0.5,0.038,0.024,22.0,13.0,28.4,2.380718954248366,1.6,48,18.5,1.0,0.62,0.4561820263308528,0,11.75609756097561,2000,26.6,27.4,9,14,18,28.0
0.003,0.4,0.03,0.026,20.0,13.0,26.9,2.3960784313725494,2.0,53,18.8,0.3,0.08,0.4559816828849455,0,11.658536585365852,2000,24.4,27.0,9,14,19,30.0
0.002,0.4,0.032,0.018,19.0,8.0,25.6,2.4114379084967323,2.7,57,18.6,0.3083333333333333,0.0816666666666666,0.4557813394390383,0,11.560975609756095,2000,23.2,26.5,9,14,20,30.0
0.003,0.4,0.032,0.017,16.0,9.0,24.9,2.4267973856209157,2.8,59,18.5,0.3166666666666666,0.0833333333333333,0.455580995993131,0,11.46341463414634,2000,22.4,26.1,9,14,21,23.0
0.003,0.3,0.037,0.011,12.0,6.0,24.0,2.4421568627450982,4.8,57,16.9,0.325,0.085,0.4553806525472238,0,11.365853658536585,2000,21.6,25.8,9,14,22,21.0
0.003,0.3,0.037,0.009,11.0,6.0,23.1,2.457516339869281,4.3,58,16.3,0.3333333333333333,0.0866666666666666,0.4551803091013164,0,11.268292682926829,2000,21.0,25.4,9,14,23,22.0
0.002,0.3,0.037,0.007,10.0,4.0,22.2,2.472875816993464,4.6,61,16.3,0.3416666666666667,0.0883333333333333,0.4549799656554092,0,11.170731707317072,2000,20.4,25.1,9,15,0,20.0
0.003,0.3,0.038,0.006,8.0,3.0,21.5,2.488235294117647,3.2,65,16.6,0.35,0.09,0.4547796222095019,0,11.073170731707318,2000,19.9,24.8,9,15,1,21.0
0.002,0.3,0.036,0.006,11.0,5.0,21.1,2.50359477124183,2.9,67,16.7,0.3583333333333333,0.0916666666666666,0.4545792787635947,0,10.975609756097562,2000,19.5,24.5,9,15,2,24.0
0.002,0.3,0.034,0.008,7.0,4.0,20.9,2.518954248366013,3.1,67,16.5,0.3666666666666667,0.0933333333333333,0.4543789353176874,0,10.878048780487806,2000,19.2,24.2,9,15,3,22.0
0.002,0.3,0.033,0.01,8.0,4.0,20.5,2.5343137254901964,2.3,68,16.3,0.375,0.095,0.4541785918717801,0,10.78048780487805,2000,18.8,24.0,9,15,4,24.0
0.002,0.3,0.028,0.014,8.0,5.0,20.2,2.54967320261438,2.7,69,16.3,0.3833333333333333,0.0966666666666666,0.4539782484258728,0,10.682926829268292,2000,18.5,23.7,9,15,5,24.0
0.002,0.3,0.021,0.022,10.0,6.0,19.7,2.5650326797385623,1.8,71,16.2,0.3916666666666667,0.0983333333333333,0.4537779049799656,0,10.585365853658535,2000,18.1,23.5,9,15,6,26.0
0.002,0.4,0.022,0.021,10.0,4.0,19.7,2.5803921568627453,2.3,73,16.7,0.4,0.1,0.4535775615340583,0,10.48780487804878,2000,18.4,23.2,9,15,7,23.0
0.003,0.4,0.03,0.015,11.0,6.0,21.9,2.595751633986928,2.5,67,17.5,1.0,0.68,0.4533772180881511,0,10.390243902439025,2000,20.7,23.1,9,15,8,23.0
0.003,0.4,0.037,0.011,14.0,7.0,23.8,2.611111111111111,3.3,60,17.6,1.0,1.44,0.4531768746422437,0,10.292682926829269,2000,28.4,23.3,9,15,9,23.0
0.003,0.4,0.039,0.013,16.0,10.0,25.2,2.626470588235294,4.9,54,17.3,1.0,2.15,0.4529765311963365,0,10.195121951219512,2000,34.4,23.8,9,15,10,25.0
0.003,0.4,0.043,0.01,19.0,9.0,26.4,2.641830065359477,3.3,53,18.2,1.0,2.67,0.4527761877504292,0,10.097560975609756,2000,40.0,24.5,9,15,11,13.0
0.003,0.4,0.044,0.012,17.0,10.0,27.4,2.6571895424836605,3.5,50,18.2,1.0,3.04,0.452575844304522,1,10.0,2000,43.3,25.2,9,15,12,16.0
0.002,0.4,0.042,0.011,16.0,8.0,28.0,2.6725490196078434,3.5,48,18.1,1.0,3.15,0.4523755008586148,2,13.0,2000,45.5,26.0,9,15,13,17.0
0.003,0.4,0.042,0.011,18.0,10.0,28.8,2.6879084967320264,4.0,46,18.2,1.0,3.08,0.4521751574127074,4,15.0,2000,45.8,26.7,9,15,14,17.0
0.003,0.3,0.043,0.009,19.0,8.0,28.1,2.7032679738562093,5.5,47,17.8,0.9,2.36,0.4519748139668001,4,15.0,2000,39.4,27.1,9,15,15,17.0
0.003,0.3,0.041,0.011,22.0,10.0,28.0,2.7186274509803923,3.4,45,16.9,0.9,1.86,0.4517744705208929,1,16.0,2000,37.2,27.2,9,15,16,17.0
0.003,0.3,0.038,0.011,16.0,9.0,27.3,2.733986928104575,3.5,46,16.6,0.9,1.35,0.4515741270749857,1,16.0,2000,29.7,27.1,9,15,17,19.0
0.003,0.3,0.036,0.011,15.0,9.0,25.9,2.749346405228758,4.4,49,16.3,1.0,0.65,0.4513737836290784,0,16.794117647058822,2000,25.4,26.8,9,15,18,22.0
0.003,0.3,0.035,0.011,12.0,7.0,24.1,2.764705882352941,4.4,52,15.6,0.3,0.09,0.451173440183171,0,17.58823529411765,2000,23.0,26.4,9,15,19,20.0
0.003,0.3,0.035,0.011,11.0,5.0,22.9,2.7800653594771245,3.7,54,15.0,0.3083333333333333,0.0908333333333333,0.4509730967372638,0,18.38235294117647,2000,21.8,25.9,9,15,20,19.0
0.002,0.3,0.037,0.01,9.0,3.0,22.2,2.7954248366013075,4.4,55,14.7,0.3166666666666666,0.0916666666666666,0.4507727532913566,0,19.176470588235293,2000,20.9,25.5,9,15,21,16.0
0.002,0.3,0.036,0.011,8.0,2.0,21.7,2.8107843137254904,3.8,57,14.8,0.325,0.0925,0.4505724098454493,0,19.97058823529412,2000,20.3,25.1,9,15,22,12.0
0.003,0.3,0.035,0.011,12.0,7.0,21.1,2.8261437908496734,2.8,59,14.7,0.3333333333333333,0.0933333333333333,0.4503720663995421,0,20.764705882352946,2000,19.8,24.7,9,15,23,11.0
0.003,0.3,0.035,0.01,11.0,6.0,20.8,2.8415032679738563,3.9,61,14.9,0.3416666666666667,0.0941666666666666,0.4501717229536347,0,21.558823529411764,2000,19.5,24.4,9,16,0,10.0
0.002,0.3,0.037,0.006,7.0,3.0,20.2,2.8568627450980397,3.0,65,15.4,0.35,0.095,0.4499713795077275,0,22.352941176470587,2000,19.1,24.1,9,16,1,8.0
0.002,0.3,0.035,0.007,7.0,3.0,19.7,2.8722222222222222,2.6,67,15.3,0.3583333333333333,0.0958333333333333,0.4497710360618202,0,23.147058823529413,2000,18.5,23.9,9,16,2,11.0
0.003,0.3,0.035,0.007,6.0,3.0,19.4,2.8875816993464056,1.9,68,15.3,0.3666666666666667,0.0966666666666666,0.449570692615913,0,23.94117647058824,2000,18.2,23.6,9,16,3,7.0
0.002,0.3,0.032,0.009,7.0,4.0,19.0,2.9029411764705886,1.8,69,15.1,0.375,0.0975,0.4493703491700057,0,24.735294117647054,2000,17.8,23.3,9,16,4,8.0
0.002,0.3,0.027,0.013,9.0,5.0,18.5,2.9183006535947715,2.4,72,15.3,0.3833333333333333,0.0983333333333333,0.4491700057240984,0,25.529411764705884,2000,17.5,23.1,9,16,5,8.0
0.002,0.3,0.021,0.018,6.0,2.0,18.1,2.9336601307189545,2.8,75,15.5,0.3916666666666667,0.0991666666666666,0.4489696622781911,0,26.323529411764703,2000,17.2,22.8,9,16,6,10.0
0.002,0.3,0.025,0.016,4.0,1.0,18.5,2.949019607843137,3.3,75,15.9,0.4,0.1,0.4487693188322839,0,27.11764705882353,2000,17.6,22.6,9,16,7,10.0
0.003,0.3,0.026,0.013,3.0,1.0,20.3,2.9643790849673204,2.9,70,16.6,1.0,0.7,0.4485689753863766,0,27.91176470588235,2000,19.8,22.5,9,16,8,11.0
0.003,0.3,0.03,0.013,6.0,1.0,22.1,2.979738562091504,4.3,62,16.4,1.0,1.45,0.4483686319404694,0,28.70588235294117,2000,28.3,22.7,9,16,9,14.0
0.003,0.3,0.035,0.011,9.0,3.0,23.9,2.9950980392156863,3.4,57,16.8,1.0,2.15,0.448168288494562,0,29.5,2000,35.1,23.2,9,16,10,16.0
0.003,0.3,0.039,0.011,9.0,2.0,25.0,3.010457516339869,3.5,52,16.4,1.0,2.71,0.4479679450486548,0,30.294117647058822,2000,41.2,24.0,9,16,11,19.0
0.003,0.3,0.042,0.011,11.0,4.0,26.0,3.0258169934640526,3.2,50,16.7,1.0,3.06,0.4477676016027475,0,31.088235294117645,2000,45.2,24.7,9,16,12,17.0
0.002,0.3,0.043,0.012,9.0,3.0,26.7,3.041176470588236,2.5,50,17.5,1.0,2.91,0.4475672581568403,0,31.88235294117647,2000,44.8,25.5,9,16,13,16.0
0.003,0.3,0.044,0.013,9.0,2.0,27.0,3.0565359477124185,2.9,47,16.7,1.0,2.6,0.447366914710933,0,32.67647058823529,2000,42.6,26.1,9,16,14,18.0
0.003,0.3,0.043,0.013,8.0,2.0,27.1,3.071895424836601,3.8,48,17.2,0.9,1.93,0.4471665712650257,0,33.47058823529412,2000,38.2,26.5,9,16,15,19.0
0.002,0.4,0.04,0.014,11.0,3.0,26.7,3.0872549019607844,2.3,49,17.0,0.6,1.42,0.4469662278191184,0,34.26470588235294,2000,32.8,26.6,9,16,16,22.0
0.002,0.4,0.036,0.017,11.0,5.0,26.2,3.1026143790849674,2.1,52,17.6,0.2,0.77,0.4467658843732112,0,35.05882352941177,2000,28.9,26.6,9,16,17,16.0
0.002,0.4,0.034,0.017,12.0,5.0,25.4,3.1179738562091504,1.7,54,17.5,0.0,0.33,0.4465655409273039,0,35.85294117647059,2000,25.8,26.3,9,16,18,15.0
0.003,0.4,0.033,0.018,11.0,4.0,24.4,3.1333333333333337,2.1,56,17.0,0.0,0.05,0.4463651974813967,0,36.647058823529406,2000,23.3,26.0,9,16,19,12.0
0.003,0.4,0.02,0.027,12.0,6.0,23.7,3.1486928104575167,1.5,59,17.3,0.0,0.0491666666666666,0.4461648540354893,0,37.44117647058823,2000,22.0,25.5,9,16,20,11.0
0.003,0.4,0.012,0.031,14.0,6.0,23.0,3.1640522875817,1.5,62,17.4,0.0,0.0483333333333333,0.4459645105895821,0,38.23529411764706,2000,21.6,25.2,9,16,21,9.0
0.002,0.4,0.017,0.022,15.0,5.0,22.6,3.1794117647058826,2.4,66,18.1,0.0,0.0475,0.4457641671436748,0,39.02941176470589,2000,21.3,24.9,9,16,22,8.0
0.002,0.3,0.022,0.015,10.0,4.0,22.3,3.1947712418300656,2.4,68,18.3,0.0,0.0466666666666666,0.4455638236977676,0,39.8235294117647,2000,20.8,24.6,9,16,23,12.0
0.002,0.3,0.026,0.012,10.0,5.0,21.7,3.2101307189542485,2.5,70,18.1,0.0,0.0458333333333333,0.4453634802518603,0,40.61764705882353,2000,20.4,24.4,9,17,0,11.0
0.003,0.3,0.029,0.01,8.0,4.0,21.5,3.2254901960784315,2.9,70,17.8,0.0,0.045,0.445163136805953,0,41.41176470588235,2000,20.3,24.2,9,17,1,7.0
0.003,0.3,0.032,0.008,8.0,6.0,21.0,3.2408496732026144,2.4,72,17.8,0.0,0.0441666666666666,0.4449627933600457,0,42.20588235294117,2000,20.1,24.0,9,17,2,7.0
0.003,0.3,0.03,0.009,8.0,4.0,21.0,3.2562091503267974,2.7,72,17.8,0.0,0.0433333333333333,0.4447624499141385,6,43.0,2000,20.5,23.8,9,17,3,6.0
0.003,0.3,0.027,0.01,9.0,8.0,21.0,3.2715686274509808,2.3,72,17.8,0.0,0.0425,0.4445621064682312,8,39.0,2000,20.7,23.7,9,17,4,7.0
0.003,0.3,0.025,0.011,8.0,4.0,20.8,3.286928104575164,2.2,72,17.6,0.0,0.0416666666666666,0.444361763022324,8,38.0,2000,20.7,23.6,9,17,5,9.0
0.003,0.3,0.023,0.014,9.0,5.0,20.7,3.3022875816993467,2.0,70,17.0,0.0,0.0408333333333333,0.4441614195764166,7,36.0,2000,20.7,23.5,9,17,6,6.0
0.003,0.3,0.02,0.016,9.0,5.0,20.6,3.3176470588235296,2.7,72,17.4,0.0,0.04,0.4439610761305094,8,35.0,2000,21.1,23.4,9,17,7,4.0
0.003,0.4,0.019,0.02,12.0,3.0,21.0,3.333006535947713,2.3,72,17.8,0.0,0.27,0.4437607326846021,2,10.0,2000,22.7,23.5,9,17,8,3.0
0.003,0.4,0.022,0.017,9.0,4.0,21.7,3.3483660130718955,2.2,70,18.1,0.0,0.54,0.4435603892386949,1,10.0,2000,25.2,23.6,9,17,9,6.0
0.003,0.4,0.023,0.018,12.0,5.0,22.9,3.3637254901960785,2.3,70,19.5,0.1,0.86,0.4433600457927876,8,44.0,2000,28.6,23.8,9,17,10,9.0
0.003,0.4,0.028,0.015,12.0,3.0,23.6,3.379084967320262,3.2,67,19.5,0.0,1.15,0.4431597023468803,8,44.0,2000,30.3,24.2,9,17,11,9.0
0.002,0.3,0.037,0.01,12.0,3.0,26.1,3.394444444444445,3.6,59,19.9,0.8,2.74,0.442959358900973,1,10.0,2000,43.9,24.8,9,17,12,11.0
0.003,0.3,0.041,0.007,11.0,4.0,26.9,3.409803921568628,5.2,52,18.4,1.0,2.97,0.4427590154550658,1,13.0,2000,46.0,25.6,9,17,13,9.0
0.003,0.3,0.04,0.008,10.0,3.0,27.6,3.4251633986928107,5.1,51,18.8,1.0,3.01,0.4425586720091585,1,45.0,2000,46.3,26.2,9,17,14,9.0
0.003,0.3,0.039,0.009,9.0,1.0,27.9,3.4405228758169937,4.0,50,18.8,1.0,2.58,0.4423583285632513,1,10.0,2000,43.0,26.7,9,17,15,8.0
0.003,0.3,0.039,0.009,11.0,5.0,27.8,3.4558823529411766,4.9,47,17.5,1.0,2.0,0.4421579851173439,1,10.0,2000,38.7,26.8,9,17,16,11.0
0.002,0.3,0.036,0.012,9.0,3.0,27.6,3.47124183006536,2.7,48,17.6,1.0,1.4,0.4419576416714367,1,10.0,2000,30.1,26.8,9,17,17,11.0
0.003,0.3,0.033,0.012,10.0,6.0,26.3,3.4866013071895425,2.3,50,17.0,0.7,0.45,0.4417572982255294,1,10.0,2000,25.6,26.6,9,17,18,12.0
0.002,0.4,0.033,0.013,9.0,5.0,24.9,3.501960784313725,3.9,52,16.3,0.0,0.04,0.4415569547796222,0,10.714285714285714,2000,23.4,26.2,9,17,19,11.0
0.002,0.3,0.029,0.016,7.0,4.0,23.9,3.517320261437909,2.7,54,16.0,0.0249999999999999,0.0433333333333333,0.4413566113337149,0,11.428571428571429,2000,22.1,25.7,9,17,20,12.0
0.003,0.3,0.031,0.012,7.0,3.0,23.2,3.532679738562092,3.8,56,15.9,0.0499999999999999,0.0466666666666666,0.4411562678878076,0,12.142857142857142,2000,21.5,25.3,9,17,21,14.0
0.002,0.3,0.029,0.014,5.0,3.0,22.6,3.548039215686275,2.6,59,16.1,0.075,0.05,0.4409559244419003,0,12.857142857142858,2000,20.7,25.0,9,17,22,15.0
0.002,0.3,0.028,0.014,7.0,3.0,22.0,3.5633986928104577,2.0,62,16.3,0.0999999999999999,0.0533333333333333,0.4407555809959931,0,13.571428571428571,2000,20.2,24.7,9,17,23,10.0
0.002,0.3,0.025,0.015,8.0,4.0,21.3,3.5787581699346407,1.9,64,16.2,0.1249999999999999,0.0566666666666666,0.4405552375500858,0,14.285714285714285,2000,19.6,24.4,9,18,0,10.0
0.003,0.3,0.022,0.014,8.0,4.0,20.5,3.594117647058824,1.1,66,15.9,0.15,0.06,0.4403548941041786,1,15.0,2000,18.9,24.0,9,18,1,8.0
0.003,0.3,0.023,0.011,9.0,6.0,19.9,3.609477124183007,0.9,70,16.2,0.175,0.0633333333333333,0.4401545506582712,0,14.545454545454543,2000,18.4,23.7,9,18,2,8.0
0.003,0.3,0.023,0.011,8.0,5.0,19.4,3.62483660130719,0.6,72,16.2,0.1999999999999999,0.0666666666666666,0.439954207212364,0,14.090909090909092,2000,18.1,23.4,9,18,3,8.0
0.002,0.3,0.021,0.011,9.0,4.0,19.2,3.640196078431373,2.0,79,17.5,0.2249999999999999,0.07,0.4397538637664567,0,13.636363636363637,2000,18.1,23.2,9,18,4,9.0
0.003,0.3,0.024,0.01,7.0,4.0,19.1,3.655555555555556,0.9,78,17.2,0.2499999999999999,0.0733333333333333,0.4395535203205495,0,13.181818181818182,2000,18.7,23.0,9,18,5,8.0
0.002,0.3,0.02,0.013,8.0,4.0,19.0,3.670915032679739,1.0,78,17.0,0.2749999999999999,0.0766666666666666,0.4393531768746422,0,12.727272727272728,2000,18.3,22.9,9,18,6,9.0
0.002,0.3,0.023,0.012,9.0,2.0,19.0,3.686274509803922,0.9,80,17.5,0.3,0.08,0.4391528334287349,0,12.272727272727272,2000,18.4,22.7,9,18,7,9.0
0.003,0.3,0.023,0.013,15.0,2.0,21.0,3.7016339869281047,1.9,75,18.5,1.0,0.63,0.4389524899828276,0,11.818181818181818,2000,19.8,22.6,9,18,8,12.0
0.003,0.3,0.028,0.012,5.0,1.0,22.8,3.716993464052288,2.0,69,19.1,1.0,1.39,0.4387521465369204,0,11.363636363636363,2000,30.8,22.9,9,18,9,9.0
0.003,0.3,0.035,0.008,4.0,2.0,24.9,3.732352941176471,1.9,61,19.1,1.0,2.1,0.4385518030910131,0,10.90909090909091,2000,37.8,23.5,9,18,10,12.0
0.002,0.3,0.041,0.008,4.0,2.0,26.1,3.7477124183006536,2.0,57,19.2,1.0,2.62,0.4383514596451059,0,10.454545454545457,2000,43.8,24.2,9,18,11,12.0
0.003,0.3,0.047,0.008,6.0,3.0,26.7,3.763071895424837,2.1,55,19.2,1.0,2.86,0.4381511161991985,2,10.0,2000,44.8,25.1,9,18,12,12.0
0.002,0.3,0.055,0.006,5.0,3.0,28.0,3.77843137254902,1.6,49,18.4,0.9,2.89,0.4379507727532913,3,14.0,2000,41.3,26.0,9,18,13,11.0
0.003,0.3,0.06,0.008,4.0,5.0,28.1,3.793790849673203,1.6,49,18.5,0.7,2.39,0.437750429307384,4,15.0,2000,39.6,26.6,9,18,14,10.0
0.003,0.3,0.063,0.01,6.0,4.0,29.3,3.809150326797386,1.8,47,19.1,0.7,2.15,0.4375500858614768,3,15.0,2000,46.6,27.0,9,18,15,9.0
